REFERENCE,LINK,TAG,ADDRESS,ZONE,CITY,DESCRIPTION,CONDOMINIUM,ADMINISTRATION,STRATA,AGE,REMODELED,AREA,ROOMS,BATHROOMS,GARAGES,ELEVATORS,TYPE OF PROPERTY,STORAGE,PORTER'S LODGE,LAUNDRY AREA,GAS,PARKING LOT,FULL PRICE,FINAL PRICE,CREATION,OBSERVATIONS,PRICE 1,UPDATE 1,PRICE 2,UPDATE 2,PRICE 3,UPDATE 3,PRICE 4,UPDATE 4,PRICE 5,UPDATE 5,PRICE 6,UPDATE 6,PRICE 7,UPDATE 7
8913373222,https://habi.co/venta-apartamentos/8913373222/santa-maria-alsacia-apartamento-venta-villa-alsacia-kennedy,,Calle 12C # 71B - 40,Bavaria,Bogotá,"Apartamento en venta de 60m2, con vista interior, ubicado en un 1er piso (Torre 11 Apto 139). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones, zona social y cerámico en baños y cocina. El conjunto cuenta con salón social, salón de jugos, terraza bbq, parques infantiles y vigilancia privada las 24 horas. Cerca a centro comercial El Edén, Bazaar ; cerca a almacenes de cadena como D1 y Alkosto; cerca a colegio San José de Castilla, anta Teresita de Lisieux ; cerca a universidad UNIAGUSTINIANA; cerca a paraderos del SITP Br. Villa Alsacia-AV. Centenario - AV. Boyacá ; Vías de acceso por avenida Boyacá, cuidad de Cali y carrera 71D *VALOR DE ADMINISTRACION POR CONFIRMAR*",Santa María de Alsacia,$117.000,4,14 años,Si,60 m2,3,2,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$270.000.000,$270.000.000,13/8/2022,,,,,,,,,,,,,,,
8913975098,https://habi.co/venta-apartamentos/8913975098/montecarlo-3-apartamento-venta-villas-alcala-engativa,Muy pronto,Carrera 116b # 74a-90,Garces navas,Bogotá,"Apartamento en venta de 50m2, con vista exterior, ubicado en un 1er piso (Torre 1 Apto 102). Parqueadero comunal. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral, zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zona para niños, zonas verdes, gimnasio, salón comunal y vigilancia las 24 horas. Cerca a centro comercial Unicentro Occidente y Portal 80; cerca a almacenes de cadena como D1, Ara, Éxito, Colsubsidio; cerca a colegio Católico De La Sabana; cerca a estación de Transmilenio Portal 80; Vías de acceso por la Carrera 116B y Calle 74a. VALOR DE ADMINISTRACIÓN POR CONFIRMAR",Montecarlo 3,$0,3,6 años,Si,50 m2,3,2,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$180.000.000,$180.000.000,14/8/2022,,,,,,,,,,,,,,,
8914916970,https://habi.co/venta-apartamentos/8914916970/parque-geranios-reservado---apartamento-venta-llano-popular-facatativa,Muy pronto,Calle 15 # 19-15,Faca avenida cundinamarca,Facatativá,"Apartamento en venta de 57 m2, con vista interior, ubicado en un 7mo piso (Torre 25 Apto 702), acceso por ascensor. Consta de 3 habitaciones, 2 baños, sala comedor, balcón (2.01 m2), cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, parque infantil, salón social y vigilancia privada las 24 horas. Cerca a centros comerciales Nova Plaza y El Pórtico; cerca a almacenes de cadena como Ara, Éxito y D1; cerca a colegios El Libertador y Manuela Ayala de Gaitán; cerca a universidades Santo Tomás y UNAD; Vías de acceso por Calle 15 y Diagonal 11.",Parque Geranios Reservado,$92.000,4,8 años,Si,57 m2,3,2,No Tiene,1,Apartamento,No Tiene,24 hrs,No Tiene,Si,No,$173.000.000,$173.000.000,13/8/2022,,,,,,,,,,,,,,,
8917714491,https://habi.co/venta-apartamentos/8917714491/alameda-del-portal-4-manzana-17--casa-venta-porvenir-bosa,Muy pronto,Calle 50sur #95A-81,El porvenir,Bogotá,"Casa en venta de 44m2, con vista interior, casa (149). Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verde, zona para niños y vigilancia privada las 24 horas. Cerca a centro comercial Porvenir; cerca a almacenes de cadena como D1, Justo y Bueno ; cerca a universidad Distrital José Francisco Caldas; cerca a rutas de alimentadores y SITP; Vías de acceso por la calle 49 sur y Carrera 95a.",Alameda del Portal 4,$0,2,15 años,Si,44 m2,2,1,No Tiene,No Tiene,Casa,No Tiene,24 hrs,No Tiene,Si,Si,$123.000.000,$123.000.000,13/8/2022,,,,,,,,,,,,,,,
8917903920,https://habi.co/venta-apartamentos/8917903920/magnolia-apartamento-venta-ciudad-verde-soacha,Externo,Carrera 38 # 34A - 37,Soacha ciudad verde,Soacha,"Apartamento en venta de 47m2, con vista interior, ubicado en un 2do piso (Torre 7 Apto 203), acceso por escaleras. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zona para niños, salón comunal, mini market, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial Jardin Verde; cerca a almacenes de cadena como D1, Ara, Colsubsidio ; cerca a colegio Soacha avanza y Ciudad verde; cerca a universidad UNAD Ciudad Verde; Vías de acceso por la Transversal 40 y Calle 17. VALOR DE ADMINISTRACION POR CONFIRMAR",Magnolia,$0,3,10 años,No,47 m2,3,2,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$115.000.000,$115.000.000,13/8/2022,,,,,,,,,,,,,,,
8918226029,https://habi.co/venta-apartamentos/8918226029/septima-avenida-apartamento-venta-barrancas-norte-usaquen,Muy pronto,Calle 159 #7-74,San cristobal norte,Bogotá,"Apartamento en venta de 88m2, con vista interior, ubicado en un 7mo piso (Torre 1 Apto 705), acceso por ascensor, parqueadero propio cubierto (A-52) y depósito (81). Consta de 3 habitaciones, 2 baños, sala comedor, balcón (3,70m2), cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con parque infantil, salón comunal, salón de juegos, gimnasio y vigilancia privada las 24 horas. Cerca a centro comercial Palatino y Belaire Plaza; cerca a almacenes de cadena como Surtimax, Carulla, D1 y Ara; cerca a Colegio Liceo Alta Blanca, Colegio José Manuel Marroquín y Colegio General Santander; cerca a Universidad de San Buenaventura; cerca a rutas alimentadoras y paraderos del SITP; Vías de acceso por la calle 161 y la cra 7ma. *VALOR DE ADMINISTRACION POR CONFIRMAR*",Séptima Avenida,$0,4,4 años,Si,88 m2,3,2,1,1,Apartamento,1,24 hrs,Comunal,Si,Si,$474.000.000,$474.000.000,13/8/2022,,,,,,,,,,,,,,,
8920703492,https://habi.co/venta-apartamentos/8920703492/arboleda-del-parque-apartamento-venta-tibabuyes-suba,,Carrera 109A #151-09,Suba,Bogotá,"Apartamento en venta de 67m2, con vista exterior, ubicado en un 4to piso (Torre 2 Apto 404), acceso por ascensor, parqueadero propio cubierto (9) y depósito (40). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral, balcón (1,57m2) y zona de lavandería. Tiene piso laminado en habitaciones, zona social y cerámico en baños y cocina. El conjunto cuenta con salón comunal, gimnasio, parque infantil, zonas verdes, zonas humedas, piscina y vigilancia privada las 24 horas. Cerca a centro comercial Plaza Imperial; cerca a almacenes de cadena como Éxito, Tiendas D1 y Ara; cerca a Colegio Bilingüe Maximino Poitiers; Vías de acceso por la Carrera 109A Y Calle 151.",Arboleda del Parque,$196.000,3,5 años,Si,67 m2,3,2,1,1,Apartamento,1,24 hrs,No Tiene,Si,Si,$309.000.000,$309.000.000,13/8/2022,,,,,,,,,,,,,,,
8920784210,https://habi.co/venta-apartamentos/8920784210/arboleda-del-pinar-1-apartamento-venta-salitre-suba,Externo,Carrera 102 # 155-50,Suba,Bogotá,"partamento en venta de 44m2, con vista interior, ubicado en un piso 14avo (Torre 3 Apto 1408 ), acceso por ascensor. Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El edificio cuenta con, zona infantil, gimnasio, salon comunal y vigilancia privada las 24 horas. Cerca a centro comercial Plaza Imperial; cerca a almacenes de cadena como Ara y Zapatoca ; cerca a colegio Real de Cudinamarca; cerca a universidad CUN; cerca a estación de Transmilenio Portal Suba; Vias de acceso por la carrera 102, Av calle 153 y carrera 104. VALOR DE ADMINISTRACION POR CONFIRMAR",Arboleda Del Pinar,$120.000,3,7 años,,44 m2,2,1,No Tiene,1,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$174.000.000,$174.000.000,13/8/2022,,,,,,,,,,,,,,,
8926190920,https://habi.co/venta-apartamentos/8926190920/saint-denis-apartamento-venta-paris-engativa,Externo,Carrera 90a # 76a-18,Boyaca real,Bogotá,"Apartamento en venta de 43m2, con vista interior, ubicado en un 4to piso ( Apto 405), acceso por escaleras. Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones, zona social y cerámico en baños y cocina. El edificio cuenta con zona BBQ, salon social, parqueaderos privados y vigilancia privada las 24 horas. Cerca a centro comercial Primavera Plaza; cerca a almacenes de cadena como D1, Oxxo y Justo y Bueno; cerca a colegio El Batan y Liceo Santa Paula; cerca a universidad Corporación Universitaria Minuto de Dios; cerca a estación de Transmilenio Carrera 90 y paraderos del SITP; Vías de acceso por Carrera 90a y Calle 80. VALOR DE ADMINISTRACIÓN POR CONFIRMAR",Saint Denis,$200.000,3,6 años,No,43 m2,2,2,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,Comunal,Si,No,$184.000.000,$184.000.000,13/8/2022,,,,,,,,,,,,,,,
8927998722,https://habi.co/venta-apartamentos/8927998722/bosque---apartamento-venta-caney-cali-valle-del-cauca,Externo,Calle 28 # 85c - 30,Comuna 17,Cali,"Apartamento en venta de 100 m2, con vista exterior, ubicado en un 7mo piso (Torre 3 Apto 704), acceso por ascensor y escalera, parqueadero propio cubierto (150 y 92) y deposito (150). Consta de 3 habitaciones, 2.5 baños, sala comedor, sala de estar, cocina integral y zona de lavandería. Tiene piso en porcelanato en habitaciones, zona social, en baños y cocina. El conjunto cuenta con salón social, piscina, parque infantil, zonas verdes, cancha y vigilancia privada las 24 horas. Cerca a centro comercial Jardín Plaza; cerca a almacenes de cadena como D1; cerca a colegio Senderos del Lili; cerca a universidad Univalle, Autónoma de Occidente; cerca a estación de buses articulados Universidades y paraderos del MIO ; Vías de acceso por Calle 28 y Carrera 85C.",El Bosque,$342.000,5,16 años,No,100 m2,3,3,2,1,Apartamento,1,24 hrs,No Tiene,Si,Si,$360.000.000,$360.000.000,13/8/2022,,,,,,,,,,,,,,,
8929426299,https://habi.co/venta-apartamentos/8929426299/park-176-apartamento-venta-nueva-zelandia-suba,Externo,Calle 176 #54-15,San jose de bavaria,Bogotá,"Apartamento en venta de 40m2, con vista exterior, ubicado en un 13avo piso (Torre 4 Apto 1324), acceso por ascensor. Consta de 2 habitaciones, 1 baño, sala comedor, zona de estudio, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con salón comunal, gimnasio, zona BBQ, parque infantil, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial Santa fé y Panamá; cerca a almacenes de cadena como Éxito, Jumbo, Tiendas D1 y Ara; cerca a Colegio Marymount y Colegio Calasanz; cerca a estación de Transmilenio Portal Norte y paraderos del SITP; Vías de acceso por la calle 170 y la autopista norte. VALOR DE ADMINISTRACION POR CONFIRMAR",Park176,$0,4,1 años,,40 m2,2,1,No Tiene,1,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$195.000.000,$195.000.000,13/8/2022,,,,,,,,,,,,,,,
8929662648,https://habi.co/venta-apartamentos/8929662648/hacienda-quinta-1-apartamento-venta-algarra-1-zipaquira,Externo,Avenida 7 #20-10,Zipa centro,Zipaquirá,"Apartamento en venta de 81m2, con vista exterior, ubicado en un 2do piso (Torre 18 Apto 201), acceso por escaleras, parqueadero propio cubierto (386). Consta de 3 habitaciones, 2 baños, zona de estudio, sala comedor, balcón, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones, zona social y cerámico en baños y cocina. El conjunto cuenta con zonas verdes, zona para niños, 3 salones comunales, gimnasio, cancha de squash, zona BBQ, Jacuzzi, piscina y vigilancia privada las 24 horas. Cerca a centros comerciales Megacity y La Casona de Zipaquirá; cerca a almacenes de cadena como Éxito, D1 y Ara; cerca a colegios Boston y San Luis; Vías de acceso por la Carrera 16 y Calle 7a. VALOR DE ADMINISTRACION POR CONFIRMAR",Hacienda la Quinta 1,$0,4,10 años,,81 m2,3,2,1,No Tiene,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$246.192.000,$246.192.000,13/8/2022,,,,,,,,,,,,,,,
8929943080,https://habi.co/venta-apartamentos/8929943080/grandeza-2-apartamento-venta-hogares-soacha,Muy pronto,Carrera 19A#4-93,Soacha danubio,Soacha,"Apartamento en venta de 55m2, con vista interior, ubicado en un 4to piso (Torre 23 Apto 403), acceso por escaleras. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso Ceramico en habitaciones, zona social, en baños y cocina. El conjunto cuenta con zonas verdes, zona infantil, salon social, parqueadero comunal y vigilancia privada las 24 horas. Cerca a almacenes de cadena como Surtimax, Tiendas D1 y Ara; cerca a colegio Superior Maria Auxiliadora y colegio Bolívar de Soacha; cerca a Universidad de Cundinamarca Extensión Soacha y UNIMINUTO Centro Regional Soacha; cerca a rutas alimentadoras y paraderos del Sitp; Vías de acceso por la Calle 9 sur y vía Indumil. VALOR DE ADMINISTRACION POR CONFIRMAR",La Grandeza 2,$50.000,3,7 años,Si,55 m2,3,2,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,,Si,Si,$118.000.000,$118.000.000,13/8/2022,,,,,,,,,,,,,,,
8930077259,https://habi.co/venta-apartamentos/8930077259/prados-antigua-apartamento-venta-lisboa-usaquen,,Calle 134a # 11a-21,Los cedros,Bogotá,"Apartamento en venta de 87 m2, con vista interior, ubicado en un 1er piso ( Apto 103), parqueadero propio cubierto (8). Consta de 2 habitaciones, 2 baños, sala comedor, terraza (10,5m2), cocina integral y zona de lavandería. Tiene piso laminado en habitaciones, zona social y cerámico en baños y cocina. Cerca a centro comercial Palatino; cerca a almacenes de cadena como Éxito, Carulla; cerca a colegio Duque de Windsor; cerca a universidad El Bosque; cerca a estación de Transmilenio Alcalá y paraderos del SITP ; Vías de acceso por calle 134A y carrera 11A. VALOR DE ADMINISTRACION POR CONFIRMAR",Prados de Antigua,$0,4,26 años,Si,87 m2,2,2,1,No Tiene,Apartamento,No Tiene,No,No Tiene,Si,No,$352.500.000,$352.500.000,13/8/2022,,,,,,,,,,,,,,,
8936076182,https://habi.co/venta-apartamentos/8936076182/bosques-bogota-3-apartamento-venta-usme-centro-usme,,Carrera 4#136A-60 sur,Ciudad Usme,Bogotá,"Apartamento en venta de 42m2, con vista interior, ubicado en un 1er piso (Torre 8 Apto 101). Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en zona social y en habitaciones y ceramico en cocina y baños. El conjunto cuenta con salon comunal, zona infantil, zonas verdes y vigilancia privada las 24 horas. Cerca a almacenes de cadena como D1, Justo & Bueno; cerca a colegio metrovivienda; cerca a paraderos del SITP; Vías de acceso por la Carrera 4 y Calle 138a Sur. VALOR DE ADMINISTRACION POR CONFIRMAR",Bosques de Bogotá 3,$0,2,9 años,Si,42 m2,2,2,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$79.000.000,$79.000.000,13/8/2022,,,,,,,,,,,,,,,
8936698158,https://habi.co/venta-apartamentos/8936698158/finca-casa-venta-finca-supermanzana-1-casa-venta-san-pedro-madrid,,Calle 21 # 1A-36Este,Madrid variante y p. flores,Madrid,"Casa en venta de 67m2, con vista Exterior, (Casa 44). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y cerámico en zona social, en baños y cocina. El conjunto cuenta con :salón comunal, zonas verdes, parque infantil, cancha de futbol, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centros comerciales Casablanca y Hacienda Casablanca; cerca a almacenes de cadena como Dollarcity, D1, Ara y Justo & Bueno; cerca a colegios Tomás Moro y Liceo Campestre El Nogal; Vías de acceso por la Variante Madrid y Calle 15.",La Finca,$103.400,3,9 años,Si,67 m2,3,2,No Tiene,No Tiene,Casa,No Tiene,24 hrs,Comunal,Si,No,$168.000.000,$168.000.000,14/8/2022,,,,,,,,,,,,,,,
8938424654,https://habi.co/venta-apartamentos/8938424654/parque-central-tintal-etapa-1-apartamento-venta-osorio-kennedy,Externo,Carrera 98 # 2-44,Calandaima,Bogotá,"Apartamento en Venta de 54m2, con vista interior, ubicado en un 8vo piso (Torre 7 Apto 802), acceso por ascensor, parqueadero comunal. Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social, y cerámico en baños y cocina. El conjunto cuenta con parque infantil, cancha de múltiple, gimnasio, salón de juegos, salón comunal, Terraza BBQ y vigilancia las 24 horas. Cerca a centro comercial Ciudad Tintal, centro comercial Milenio Plaza; cerca a colegios como Gimnasio Moderno San Francisco, Liceo Moderno San Marcos, Agustiniano Tagaste; cerca a Universidad Pública de Kennedy y Uniminuto Bogotá Sur; cerca a almacenes de cadena como D1, Justo & Bueno y Ara; cerca a estación de Transmilenio Biblioteca Tintal; vías de acceso por la Carrera 98 y Calle 1. *VALOR DE ADMINISTRACION POR CONFIRMAR*",Parque Central Tintal Etapa 1,$85.700,2,7 años,No,53 m2,2,1,No Tiene,2,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$145.000.000,$145.000.000,13/8/2022,,,,,,,,,,,,,,,
8938575379,https://habi.co/venta-apartamentos/8938575379/reserva-san-agustin-3-apartamento-venta-tintal-kennedy,Externo,Calle 11 # 88 a-61,Tintal norte,Bogotá,"Apartamento en venta de 40m2, con vista interior, ubicado en un 3er piso (Torre 8 Apto 301), acceso por escaleras. Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso ceramico en todas sus zonas. El conjunto cuenta con zonas verdes, zona para niños, salón social, zona BBQ, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial Ciudad Tintal; cerca a almacenes de cadena como Ara, D1 y Justo y Bueno; cerca a colegio Agustiniano Tagaste; cerca a universidad Agustiniana; cerca a estación de Transmilenio Banderas; Vías de acceso por la Carrera 88a y Calle 11a. VALOR DE ADMINISTRACIÓN POR CONFIRMAR",Reserva de San Agustín 3,$0,3,8 años,No,40 m2,2,1,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$150.000.000,$150.000.000,13/8/2022,,,,,,,,,,,,,,,
8938810795,https://habi.co/venta-apartamentos/8938810795/edificio-genesis---apartamento-venta-san-jose-obrero-bello,Muy pronto,Carrera 54 # 33 - 21,San jose obrero,Bello,"Apartamento en venta de 69.05m2, con vista interior, ubicado en un 3er piso (Torre 1 Apto 301 ), acceso por escaleras, parqueadero propio cubierto de moto. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en habitaciones, zona social, baños y cocina. El Conjunto cuenta con vigilancia privada las 24 horas. Cerca a centro comercial Fabricato; cerca a almacenes de cadena como Éxito, D1 y Justo & Bueno; cerca a colegio Tomás Cadavid Restrepo, Liceo Antioqueño y Parroquial San Francisco de Asís; al Politécnico Jaime Isaza Cadavid, Vías de acceso por Carrera 54.",Edificio Genesis,$100.000,3,5 años,Si,69 m2,3,2,1,No Tiene,Apartamento,No Tiene,No,No Tiene,No,No,$236.000.000,$236.000.000,13/8/2022,,,,,,,,,,,,,,,
8938915999,https://habi.co/venta-apartamentos/8938915999/parque-central-tintal-etapa-2---apartamento-venta-osorio-kennedy,Muy pronto,Carrera 98 # 00-41,Calandaima,Bogotá,"Apartamento en venta de 53m2, con vista interior, ubicado en un 6to piso (Torre 9 Apto 604), acceso por ascensor. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zona para niños, gimnasio, salón comunal, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centros comerciales Parque Central Primavera, Ciudad Tintal y Tintal Plaza; cerca a almacenes de cadena como Éxito, Surtimax, D1 y Justo & Bueno; cerca a colegios Codema IED, Cafam Bellavista y Los Alpes; cerca a estación de Transmilenio Patio Bonito; Vías de acceso por la Calle 38 Sur y Cra 98. *VALOR DE ADMINISTRACION POR CONFIRMAR*",Parque Central Tintal Etapa 2,$123.039,2,6 años,Si,53 m2,3,2,No Tiene,1,Apartamento,No Tiene,24 hrs,No Tiene,Si,No,$153.000.000,$153.000.000,13/8/2022,,,,,,,,,,,,,,,
8938942327,https://habi.co/venta-apartamentos/8938942327/firenze---apartamento-venta-codorniz-zipaquira,,Diagonal 4b bis # 29 - 23,Zipa centro,Zipaquirá,"Apartamento en venta de 66m2, con vista interior, ubicado en un 6to piso (Torre 9 Apto 633), acceso por ascensor. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones, zona social y cerámico en baños y cocina. El conjunto cuenta con zonas verdes, zona para niños, salón comunal, zona de lavado, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial La Ribera; cerca a almacenes de cadena como Éxito y Ara; cerca a colegio Liceo Integrado; cerca a universidad Uniminuto de Zipaquirá; Vías de acceso por la diagonal 4bis y Carrera 29.",Firenze,$176.700,3,1 años,Si,66 m2,3,2,1,1,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$215.500.000,$215.500.000,13/8/2022,,,,,,,,,,,,,,,
8945436489,https://habi.co/venta-apartamentos/8945436489/roma-reservado-2-apartamento-venta-vegas-santa-ana-bosa,,Calle 57csur # 81d-03,Bosa central,Bogotá,"Apartamento en venta de 45m2, con vista interior, ubicado en un 12avo piso (Torre 15 Apto 1201), acceso por ascensor. Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en zona social, habitaciones y cerámico en cocina y baño. El conjunto cuenta con zonas verdes, zona infantil, zona BBQ, cancha múltiple, gimnasio, salón social, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial Bosa Centro; cerca a almacenes de cadena como tiendas Ara, D1, Éxito; cerca a colegios Débora Arango Pérez, Distrital Manuel Cepeda Vargas; cerca a estación de Transmilenio Portal Américas; Vías de acceso por la Calle 57C sur y Carrera 81.",Roma Reservado 2,$244.500,3,4 años,Si,45 m2,2,1,No Tiene,1,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$145.500.000,$145.500.000,13/8/2022,,,,,,,,,,,,,,,
8945763466,https://habi.co/venta-apartamentos/8945763466/park-26-apartamento-venta-granjas-techo-fontibon,Muy pronto,Calle 19a #80a-51,Granjas de techo,Bogotá,"Apartamento en venta de 61m2, con vista exterior, ubicado en un 3er piso (Torre 5 Apto 306), acceso por ascensor, parqueadero propio cubierto (121). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral, balcón (0.90m2) y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con parque infantil, gimnasio, salón comunal, zona BBQ y vigilancia privada las 24 horas. Cerca a centro comercial Hayuelos; cerca a almacenes de cadena como Jumbo y Ara; cerca a Colegio La Felicidad; cerca a Universidad Uniagustiniana; cerca de paraderos de SITP; Vías de acceso por la Av. Centenario y la carrera 86.",Park 26,$236.000,4,15 años,Si,61 m2,3,2,1,1,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$296.000.000,$296.000.000,13/8/2022,,,,,,,,,,,,,,,
8949036160,https://habi.co/venta-apartamentos/8949036160/santa-catalina-apartamento-venta-valle-del-lili-cali,Externo,Carrera 98b # 48 - 52,Comuna 17,Cali,"Apartamento en venta de 76m2, con vista exterior, ubicado en un 5to piso (Torre 1 Apto 504), acceso por ascensor, parqueadero propio cubierto (154) y depósito (5). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en habitaciones, zona social, en baños y cocina. El conjunto cuenta con salon social, piscina, cancha y vigilancia privada las 24 horas. Cerca a centro comercial Jardín Plaza; cerca a almacenes de cadena como D1; Vías de acceso por Carrera 98b y Calle 48.",Santa Catalina,$234.000,4,6 años,No,76 m2,3,2,1,1,Apartamento,1,24 hrs,No Tiene,Si,Si,$252.000.000,$252.000.000,13/8/2022,,,,,,,,,,,,,,,
8949689696,https://habi.co/venta-apartamentos/8949689696/valle-del-refous-apartamento-venta-pino-suba,Muy pronto,Calle 150 A # 101-20,Suba,Bogotá,"Apartamento en venta de 70 m2, con vista interior, ubicado en un 5to piso (Torre 2 Apto 503), acceso por ascensor, parqueadero propio (306). Consta de 3 habitaciones, 2 baños, sala comedor, balcón (2,33 m2), cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con salón social, zona de niños, zonas verdes y vigilancia privada las 24 horas. Cerca a centro comercial Plaza imperial; cerca a almacenes de cadena como Éxito, Jumbo y D1; cerca a colegio San Jorge de Inglaterra; cerca a universidad CUN; cerca a estación de Transmilenio Portal Suba; Vías de acceso por la Calle 151 y Carrera 101. VALOR DE ADMINISTRACIÓN POR CONFIRMAR",Valle del Refous,$0,4,10 años,Si,70 m2,3,2,1,1,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$294.000.000,$294.000.000,13/8/2022,,,,,,,,,,,,,,,
8955048021,https://habi.co/venta-apartamentos/8955048021/parque-alcala---apartamento-venta-salitre-occidental-teusaquillo,Externo,Calle 23 # 68b-32,Ciudad salitre occidental,Bogotá,"Apartamento en venta de 84m2, con vista interior, ubicado en un 1er piso (Torre 10 Apto 101), acceso por escaleras, parqueadero propio cubierto (152). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones, zona social y ceramico en baños y cocina. El conjunto cuenta con zona para niños, salón comunal, salón de juegos, cancha de Basket, gimnasio y vigilancia privada las 24 horas. Cerca a centros comerciales Salitre Plaza y Gran Estación; cerca a almacenes de cadena como Éxito, D1, Ara y Justo & Bueno; cerca a colegio Agustiniano Ciudad Salitre; cerca a estación de Transmilenio El Tiempo - Maloka; Vías de acceso por la Calle 24 y Cra 68B. VALOR DE ADMINISTRACION POR CONFIRMAR",Parque Alcala,$270.000,4,27 años,,85 m2,3,2,1,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$475.000.000,$475.000.000,13/8/2022,,,,,,,,,,,,,,,
