REFERENCE,LINK,TAG,ADDRESS,ZONE,CITY,DESCRIPTION,CONDOMINIUM,ADMINISTRATION,STRATA,AGE,REMODELED,AREA,ROOMS,BATHROOMS,GARAGES,ELEVATORS,TYPE OF PROPERTY,STORAGE,PORTER'S LODGE,LAUNDRY AREA,GAS,PARKING LOT,FULL PRICE,FINAL PRICE,CREATION,OBSERVATIONS,PRICE 1,UPDATE 1,PRICE 2,UPDATE 2,PRICE 3,UPDATE 3,PRICE 4,UPDATE 4,PRICE 5,UPDATE 5,PRICE 6,UPDATE 6,PRICE 7,UPDATE 7
6221993344,https://habi.co/venta-apartamentos/6221993344/,Externo,Calle 11 sur # 16b-32,Soacha la fragua y el altico,Soacha,"Apartamento en venta de 43m2, con vista interior, ubicado en un 4to piso (Torre 8 Apto 401), acceso por escaleras. Consta de 2 habitaciones, 1 baño, sala comedor, cocina y zona de lavandería. Estado en obra gris. El conjunto cuenta con zonas verdes, zona para niños, salón comunal y vigilancia privada las 24 horas. Cerca a centro comercial Parque Campestre; cerca a almacenes de cadena como Cafam, D1 y Ara; cerca a colegios como Bolivar De Soacha y San Nicolás; cerca a universidad Uniminuto Soacha; cerca a estación de Transmilenio Terminal Soacha 3M; Vías de acceso por la Calle 9 sur y Carrera 7 A. VALOR DE ADMINISTRACIÓN POR CONFIRMAR",Torrentes Etapa 2,$43.000,2,8 años,No,43 m2,2,1,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,,Si,Si,$83.000.000,$83.000.000,13/8/2022,,,,,,,,,,,,,,,
6222056083,https://habi.co/venta-apartamentos/6222056083/portal-122---apartamento-venta-santa-barbara-occidental-usaquen,,Carrera 18 # 122-82,Santa barbara,Bogotá,"Apartamento en venta de 60 m2, con vista interior, ubicado en un 2do piso (Apto 204), parqueadero privado cubierto (17) Acceso por ascensor. Consta de 2 habitaciones, 2 baños, sala comedor, balcón (0.6m2) cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con parque infantil, BBQ, salón social, gimnasio y vigilancia privada las 24 horas. Cerca a centro comercial Unicentro; cerca a almacenes de cadena como Éxito, Carulla, D1, Ara; cerca a colegio Pequeños Talentos, Colegio Italiano Leonardo Davinci; cerca a estación de Transmilenio calle 127; Vías de acceso por la carrera 18 y calle 122 *VALOR DE ADMINISTRACION POR CONFIRMAR*",Portal 122,$0,6,9 años,Si,60 m2,2,2,1,1,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$422.000.000,$422.000.000,13/8/2022,,,,,,,,,,,,,,,
6229208104,https://habi.co/venta-apartamentos/6229208104/bari---apartamento-venta-bello,Muy pronto,Calle 53 # 45 – 52,Prado,Bello,"Apartamento en venta de 64.11m2, con vista exterior, ubicado en un 22avo piso (Torre 1 Apto 2202), acceso por ascensor, parqueadero propio cubierto (76P) y depósito (7). Consta de 3 habitaciones, 2 baños, sala comedor, balcón, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y cerámico en zona social, baños y cocina. El conjunto cuenta con salón social, zona para niños, gimnasio, piscina, cancha múltiple y vigilancia privada las 24 horas. Cerca a centro comercial Puerta del Norte; cerca a almacenes de cadena como D1, Justo y Bueno y Éxito; cerca a los colegios Ana María Janer, Darío Londoño Cardona y Santa Catalina; cerca a universidad CENSA Sede Bello y San Buenaventura; cerca a estación de Metro Niquía; Vías de acceso por la Calle 53.","Conjunto Residencial Bari P.H. - Apartamento en Venta en Prado, Bello",,3,2 años,Si,64 m2,3,2,1,2,Apartamento,1,24 hrs,Comunal,Si,Si,$225.000.000,$225.000.000,13/8/2022,,,,,,,,,,,,,,,
6229274410,https://habi.co/venta-apartamentos/6229274410/bari,Muy pronto,Calle 53 # 45 – 52,Prado,Bello,"Apartamento en venta de 64.11m2, con vista exterior, ubicado en un 21avo piso (Torre 1 Apto 2103), acceso por ascensor, parqueadero propio cubierto (84P) y depósito (84P). Consta de 3 habitaciones, 2 baños, sala comedor, balcón, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y cerámico en zona social, baños y cocina. El conjunto cuenta con salón social, zona para niños, gimnasio, piscina, cancha múltiple y vigilancia privada las 24 horas. Cerca a centro comercial Puerta del Norte; cerca a almacenes de cadena como D1, Justo y Bueno y Éxito; cerca a los colegios Ana María Janer, Darío Londoño Cardona y Santa Catalina; cerca a universidad CENSA Sede Bello y San Buenaventura; cerca a estación de Metro Niquía; Vías de acceso por la Calle 53.","Conjunto Residencial Bari P.H. - Apartamento en Venta en Prado, Bello",,3,0 años,Si,64 m2,3,2,1,2,Apartamento,1,24 hrs,Comunal,Si,Si,$225.000.000,$225.000.000,13/8/2022,,,,,,,,,,,,,,,
6229308712,https://habi.co/venta-apartamentos/6229308712/bari---apartamento-venta-bello,Muy pronto,Calle 53 # 45-52,Prado,Bello,"Apartamento en venta de 64.11m2, con vista exterior, ubicado en un 19avo piso (Torre 1 Apto 1903), acceso por ascensor, parqueadero propio cubierto (66P) y depósito (66P). Consta de 3 habitaciones, 2 baños, sala comedor, balcón, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y cerámico en zona social, baños y cocina. El conjunto cuenta con salón social, zona para niños, gimnasio, piscina, cancha múltiple y vigilancia privada las 24 horas. Cerca a centro comercial Puerta del Norte; cerca a almacenes de cadena como D1, Justo y Bueno y Éxito; cerca a los colegios Ana María Janer, Darío Londoño Cardona y Santa Catalina; cerca a universidad CENSA Sede Bello y San Buenaventura; cerca a estación de Metro Niquía; Vías de acceso por la Calle 53.","Conjunto Residencial Bari P.H. - Apartamento en Venta en Prado, Bello",,3,3 años,Si,64 m2,3,2,1,2,Apartamento,1,24 hrs,Comunal,Si,Si,$240.000.000,$240.000.000,13/8/2022,,,,,,,,,,,,,,,
6230482561,https://habi.co/venta-apartamentos/6230482561/torres-del-porvenir---apartamento-venta-corzo-bosa,,Calle 54C Sur # 100-24,El porvenir,Bogotá,"Apartamento en venta de 43m2, con vista interior, ubicado en un 5to piso (Torre 20 Apto 504), acceso por escaleras. Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en zona social y habitaciones y cerámico en cocina y baño. El conjunto cuenta con zonas verdes, salón social, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centros comerciales Trebolis y Micentro El Porvenir; cerca a almacenes de cadena como Ara, Justo & Bueno y D1; cerca a Universidad de Kennedy; cerca a colegio Ciudadela Educativa y colegio Germán Arciniegas; cerca a estación de Transmilenio Diagonal 49sur; Vías de acceso por la Carrera 100 y Calle 54sur. *VALOR DE ADMINISTRACION POR CONFIRMAR*",Torres del Porvenir,,2,10 años,,44 m2,2,1,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,No,$115.000.000,$115.000.000,13/8/2022,,,,,,,,,,,,,,,
6242592935,https://habi.co/venta-apartamentos/6242592935/xie---apartamento-venta-usme-centro-usme,,Carrera 14K # 138C-39 Sur,Ciudad usme,Bogotá,"Apartamento en venta de 45m2, con vista interior, ubicado en un 1er piso (Torre 2 Apto 103). Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, parque infantil y vigilancia privada las 24 horas. Cerca a centro comercial Altavista; cerca a almacenes de cadena como Surtimax, D1 y Justo & Bueno; cerca a colegios Francisco Antonio Zea, Brazuelos y Los Comuneros Oswaldo Guayasamín; cerca a universidad Antonio Nariño; Vías de acceso por la Calle 138 A Sur y Carrera 4.",Xie,$60.000,1,6 años,Si,45 m2,2,1,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,No,$87.000.000,$87.000.000,13/8/2022,,,,,,,,,,,,,,,
6248722965,https://habi.co/venta-apartamentos/6248722965/portal-del-cerro---apartamento-venta-chapinero-central-chapinero,,Carrera 8 # 56-52,Chapinero,Bogotá,"Apartaestudio en venta de 42m2, con vista interior, ubicado en un 3er piso (Apto 306), acceso por ascensor, parqueadero propio cubierto (1). Consta de 1 habitación, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en la habitación, zona social y cerámico en baño y cocina. El edificio cuenta con salón comunal, terraza y vigilancia privada las 24 horas. Cerca a centros comerciales Galerías, Avenida Chile y San Martín; cerca a almacenes de cadena como Éxito, D1, Justo & Bueno y Carulla; cerca a colegios Manuela Beltrán y Sagrado Corazón de Jesús ; cerca a universidades La Salle, Santo Tomás y Piloto; cerca a estación de Transmilenio Calle 57; Vías de acceso por la Calle 57 y Carrera 7.",Portal del Cerro,$229.200,3,17 años,Si,42 m2,1,1,1,1,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$259.000.000,$259.000.000,13/8/2022,Has exhibition furniture,,,,,,,,,,,,,,
6282461535,https://habi.co/venta-apartamentos/6282461535/altos-bella-suiza-apartamento-venta-san-gabriel-norte-usaquen,,Carrera 5 #127b-05,Usaquen,Bogotá,"Apartamento en venta de 57m2, con vista exterior, ubicado en un 1er piso (Apto 401), parqueadero propio cubierto (20) y depósito (17). Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones, zona social y cerámicos en baños y cocina. El edificio cuenta con terraza BBQ, salón comunal y vigilancia privada las 24 horas. Cerca a centro comercial Palatino; cerca a almacenes de cadena como Éxito, Carulla, Olímpica y Tiendas D1; cerca a Colegio Gimnasio Femenino y Gimnasio de Los Cerros; cerca a Universidad El Bosque; cerca a paraderos del SITP; Vías de acceso por la cra. 7ma y la calle 127.",Altos de Bella Suiza,$508.000,4,3 años,,57 m2,2,2,1,1,Apartamento,1,24 hrs,Comunal,Si,No,$308.484.000,$308.484.000,13/8/2022,,,,,,,,,,,,,,,
6282611106,https://habi.co/venta-apartamentos/6282611106/urbanizacion-vivenza---apartamento-venta-machado-copacabana,Muy pronto,Carrera 87 # 39 - 127,Machado,Copacabana,"Apartamento en venta de 50.58m2, con vista exterior, ubicado en un 13avo piso (Torre 2, Apto 1309), acceso por ascensor, parqueadero propio cubierto (0667). Consta de 2 habitaciones, 2 baños, sala comedor, cocina integral, (2m2) y zona de lavandería. Tiene piso cerámico en habitaciones, zona social, baños y cocina. El conjunto cuenta con salón social, zona para niños, gimnasio, cancha múltiple, mini market, piscina y vigilancia privada las 24 horas. Cerca a almacenes de cadena como D1 y Justo y Bueno; cerca a los colegios La Trinidad y Parroquial Juan Pablo II; cerca al Politécnico Jaime Isaza Cadavid; Vías de acceso por la Carrera 87. *VALOR DE ADMINISTRACION POR CONFIRMAR*",Urbanización Vivenza,$0,3,2 años,Si,51 m2,2,2,1,1,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$195.000.000,$195.000.000,13/8/2022,,,,,,,,,,,,,,,
6286783580,https://habi.co/venta-apartamentos/6286783580/imperial-reservado---apartamento-venta-tibabuyes-suba,Muy pronto,Calle 148 # 107-50,Suba,Bogotá,"Apartamento en venta de 79m2, con vista exterior, ubicado en un 2do piso (Torre 10 Apto 203), acceso por ascensor, parqueadero propio cubierto (249) y depósito (230). Consta de 3 habitaciones, estudio, balcón (3,0m2), 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones, zona social y cerámico en baños y cocina. El conjunto cuenta con parque infantil, gimnasio, piscina, salón social, y vigilancia privada las 24 horas. Cerca a centro comercial Plaza Imperial; cerca a almacenes de cadena como Éxito y Jumbo; cerca a colegio Lombardía; cerca a universidad Uniagustiniana; cerca a estación de Transmilenio Portal Suba; Vías de acceso por la Calle 148 y Carrera 109 A.",Imperial Reservado,$0,3,9 años,Si,79 m2,3,2,1,1,Apartamento,1,24 hrs,No Tiene,Si,Si,$344.000.000,$344.000.000,13/8/2022,,,,,,,,,,,,,,,
6291966383,https://habi.co/venta-apartamentos/6291966383/reserva-suba---apartamento-venta-tibabuyes-suba,Externo,Carrera 145 # 150 - 44,Tibabuyes,Bogotá,"Apartamento en venta de 51m2, con vista interior, ubicado en un 9no piso (Torre 4 Apto 927), acceso por ascensor. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta cuenta con piscina, cancha múltiple, salón comunal par adultos y para niños, zona BBQ, parque infantil y vigilancia privada las 24 horas. Cerca a centro comercial como Plaza Imperial; cerca a almacenes de cadena como Éxito, Colsubsidio y D1; cerca a colegio como Delia Zapata Olivella, Liceo Juan Ramon Jiménez, Evergreen School; cerca a estación de Transmilenio Portal Suba; Vías de acceso por la Av. Suba y Calle 145.",Reserva de Suba,$96.400,3,5 años,No,51 m2,3,2,No Tiene,2,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$160.000.000,$160.000.000,14/8/2022,,,,,,,,,,,,,,,
6299003039,https://habi.co/venta-apartamentos/6299003039/condominios-tierra-buena-1---apartamento-venta-pantanos-kennedy,,Cra 97F # 34A-30Sur,Calandaima,Bogotá,"Apartamento en venta de 38m2, con vista interior, ubicado en un 4to piso (Torre 25 Apto 401), acceso por escalera. Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El apartamento cuenta con zonas verdes, zona para niños, salón social, parqueadero comunal, cancha de fútbol y vigilancia privada las 24 horas. Cerca a centro comercial Parque Central Primavera; cerca a almacenes de cadena como D1, Ara y Justo y Bueno; cerca a colegio Codema, Colegio Cafam Bella Vista; Vías de acceso por la calle 34Bis Sur y Carrera 97F.",Los Condominios De Tierra Buena 1,$65.000,2,16 años,Si,38 m2,2,1,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,Comunal,Si,No,$100.500.000,$100.500.000,15/8/2022,,,,,,,,,,,,,,,
6300459878,https://habi.co/venta-apartamentos/6300459878/san-andres-afidro-apartamento-venta-sabana-tibabuyes-suba,,Calle 143a # 128-51,Tibabuyes,Bogotá,"Apartamento en venta de 55 m2, con vista exterior, ubicado en un 4to piso (Torre 19 Apto 401), acceso por escalera. Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baño y cocina. El conjunto cuenta con zonas verdes, zona para niños, salón comunal y vigilancia privada las 24 horas. Cerca a centro comercial Plaza Imperial y Portal Hatochico; cerca a almacenes de cadena como Éxito, Jumbo y D1; cerca a colegio Don Bosco 5 y Pedagógico Dulce María; cerca a estación de Transmilenio Portal Suba; Vías de acceso por la calle 143a y Carrera 136a.",San Andrés de Afidro,$93.200,3,22 años,Si,55 m2,2,1,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,No,$155.000.000,$155.000.000,13/8/2022,,,,,,,,,,,,,,,
6310081208,https://habi.co/venta-apartamentos/6310081208/parque-central-tintal-2-apartamento-venta-osorio-3-kennedy,,Carrera 98 # 0-41,Calandaima,Bogotá,"Apartamento en venta de 53 m2, con vista exterior , ubicado en un 10mo piso (Torre 5 Apto 1004 ), acceso por ascensor, parqueadero comunal. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El conjunto cuenta con zonas verdes, zona para niños, gimnasio, salón comunal, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centros comerciales Parque Central Primavera, Ciudad Tintal y Tintal Plaza; cerca a almacenes de cadena como Éxito, Surtimax, D1 y Justo & Bueno; cerca a colegios Codema IED, Cafam Bellavista y Los Alpes; cerca a estación de Transmilenio Patio Bonito; Vías de acceso por la Calle 38 Sur y Cra 98. *VALOR DE ADMINISTRACION POR CONFIRMAR*",Parque Central Tintal 2,$0,2,5 años,Si,53 m2,3,2,No Tiene,1,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$143.000.000,$143.000.000,13/8/2022,ELIMINADO/VENDIDO 20220815,,,,,,,,,,,,,,
6310462617,https://habi.co/venta-apartamentos/6310462617/reserva-del-restrepo---apartamento-venta-restrepo-occidental-antonio-narino,,Calle 13 Sur # 24h-54,Restrepo,Bogotá,"Apartamento en venta de 54m2, con vista exterior, ubicado en un 3er (Torre 7 Apto 302), acceso por escaleras. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El Conjunto cuenta con parque infantil, salón comunal y vigilancia privada las 24 horas. Cerca a almacenes de cadena como Éxito; cerca a colegio Atanasio, Normal Superior Distrital María Montessori ; cerca a universidad UNAD; cerca a estación de Transmilenio SENA, Santa Isabel; Vías de acceso por la Calle 13Sur y Transversal 24. *VALOR DE ADMINISTRACIÓN POR CONFIRMAR*",Reserva del Restrepo,$140.000,3,11 años,Si,54 m2,3,2,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,No,$213.500.000,$213.500.000,13/8/2022,,,,,,,,,,,,,,,
6316444953,https://habi.co/venta-apartamentos/6316444953/urbanizacion-vida-bella-ph---apartamento-venta-machado-bello,,Calle 37 # 45 - 200,Zona industrial nº6,Bello,"Apartamento en venta de 74m2, con vista exterior, ubicado en un 22avo piso (Torre 4, Apto 2227), acceso por ascensor, parqueadero propio cubierto (6008) y deposito (204) . Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral, balcón (3m2) y zona de lavandería. Tiene piso cerámico en habitaciones, zona social, baños y cocina. El conjunto cuenta con salón social, zona para niños, piscina y vigilancia privada las 24 horas. Cerca a almacenes de cadena como D1; cerca a colegio La Gabriela; Vías de acceso por Avenida Regional Oriental y Calle 37.",Urbanización La Vida es Bella P.H.,$185.800,3,2 años,Si,74 m2,3,2,1,3,Apartamento,1,24 hrs,Comunal,Si,Si,$261.500.000,$261.500.000,13/8/2022,Has a beatiful renovation,,,,,,,,,,,,,,
6322477347,https://habi.co/venta-apartamentos/6322477347/matecana-apartamento-venta-guaduales-cali,,Calle 72c # 5 norte - 45,Comuna 6,Cali,"Apartamento en venta de 54m2, con vista interior, ubicado en un 4to piso (Torre 12 Apto 401), acceso por escaleras. Consta de 3 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en habitaciones, zona social, en baño y cocina. El conjunto cuenta con zona de niños, salon social y y vigilancia privada las 24 horas. Cerca a centro comercial Ideo; cerca a almacenes de cadena como La 14. Vías de acceso por calle 72c y carrera 5 norte.",Matecaña,$98.000,3,25 años,Si,54 m2,3,1,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$118.500.000,$118.500.000,13/8/2022,,,,,,,,,,,,,,,
6329696041,https://habi.co/venta-apartamentos/6329696041/entreverde-reservado---apartamento-venta-britalia-suba,,Carrera 55 # 161 - 11,Britalia,Bogotá,"Apartamento en venta de 65 m2, con vista exterior, ubicado en un 4to piso (Apto 408), acceso por ascensor, parqueadero propio cubierto (78). Consta de 2 habitaciones, 2 baños, sala comedor, balcón (1,58m2) cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámica en baños y cocina. El edificio cuenta con Gimnasio, Terraza, Bicicletero y vigilancia privada las 24 horas. Cerca a centro comercial Arizona y Centro comercial la colina; cerca a almacenes de cadena como Alkosto, Colsubsidio y justo & bueno ; cerca a colegio Liceo moderno Campestre y colegio San Tarsicio; cerca a universidad Uniagraria y Antonio Nariño ; cerca a estación de Transmilenio Toberín o Mazuren ; Vías de acceso por la calle 162 y Carrera 57a",Entreverde Reservado,$308.000,3,3 años,Si,65 m2,2,2,1,1,Apartamento,,24 hrs,Comunal,Si,Si,$389.000.000,$375.000.000,13/8/2022,,,,,,,,,,,,,,,
6330707755,https://habi.co/venta-apartamentos/6330707755/horizontes-villa-campestre---apartamento-venta-villa-campestre-puerto-colombia,,Transversal 3 B # 22 - 246,Pto colombia villa campestre,Puerto Colombia,"Apartamento en venta de 67m2, con vista exterior, ubicado en un 13avo piso (Torre 2 Apto 1307), acceso por ascensor y parqueadero propio cubierto (283). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zonas para niños, salón comunal, cancha de fútbol y vigilancia privada las 24 horas. Cerca a almacenes de cadena como Olímpica, D1, Carulla; cerca a universidad del Norte, del Atlántico, Libre, Sergio Arboleda; Vías de acceso por la Transversal 38 y Calle 7 *VALOR DE ADMINISTRACION POR CONFIRMAR*",Horizontes de Villa Campestre,$0,3,3 años,Si,67 m2,3,3,1,2,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$235.000.000,$235.000.000,13/8/2022,,,,,,,,,,,,,,,
6338005613,https://habi.co/venta-apartamentos/6338005613/quintas-del-portal-5-apartamento-venta-porvenir-usme,,Calle 67C Sur # 1B-89Este,Modelia,Bogotá,"Apartamento en venta de 52m2, con vista interior, ubicado en un 1er piso (Torre 1 Apto 101), acceso por escaleras. Consta de 3 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zona para niños, salón comunal, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial AltaVista; cerca a almacenes de cadena como Éxito, Surtimax y Justo & Bueno; cerca a colegio Paulo Freire; cerca a estación de Transmilenio Portal de Usme; Vías de acceso por la Cra 1C Este y Calle 65 Sur. *VALOR DE LA ADMINISTRACIÓN POR CONFIRMAR*",Quintas del Portal 5,$90.000,2,10 años,Si,59 m2,3,1,No Tiene,No Tiene,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$145.000.000,$145.000.000,13/8/2022,,,,,,,,,,,,,,,
6339476396,https://habi.co/venta-apartamentos/6339476396/parque-campestre-8-apartamento-venta-parque-campestre-soacha,,Carrera 7a # 2a-35 sur,Soacha la fragua y el altico,Soacha,"Apartamento en venta de 48m2, con vista exterior, ubicado en un 3er piso (Torre 4 Apto 302), acceso por escaleras. Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con salón comunal, parque infantil, zonas verdes, parqueadero comunal y vigilancia privada las 24 horas. Cerca a almacenes de cadena como Surtimax, Tiendas D1 y Ara; cerca a colegio Superior María Auxiliadora y colegio Bolívar de Soacha; cerca a Universidad de Cundinamarca Extensión Soacha y UNIMINUTO Centro Regional Soacha; cerca a rutas alimentadoras y paraderos del Sitp; Vías de acceso por la Calle 9 sur y vía Indumil. *VALOR DE ADMINISTRACION POR CONFIRMAR*",Parque campestre 8,$56.000,3,7 años,Si,48 m2,3,2,No Tiene,No Tiene,Apartamento,1,24 hrs,No Tiene,Si,No,$99.000.000,$99.000.000,13/8/2022,,,,,,,,,,,,,,,
6346504822,https://habi.co/venta-apartamentos/6346504822/unidad-cerrada-pena-verde-ph---apartamento-venta-pena-verde-bello,Muy pronto,Calle 57 # 68c - 65,Valadares,Bello,"""Apartamento en venta de 60.44m2, con vista interior, ubicado en un 4to piso (Torre 3 Apto 435), acceso por ascensor, parqueadero propio cubierto (__) y depósito (__) . Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en habitaciones, zona social, baños y cocina. El Conjunto cuenta con salón social, zona para niños, gimnasio, cancha múltiple, piscina y vigilancia privada las 24 horas. Cerca a almacenes de cadena como D1, Justo & Bueno; cerca a colegio la primavera; Vías de acceso por Calle 57.","Unidad Cerrada Peña Verde P.H,",$94.340,3,12 años,,60 m2,3,2,No Tiene,No Tiene,,,,,,,$159.000.000,$159.000.000,14/8/2022,,,,,,,,,,,,,,,
6348904195,https://habi.co/venta-apartamentos/6348904195/almeira---apartamento-venta-tuna-alta-suba,Externo,Calle 154 # 91-56,Suba,Bogotá,"Apartamento en venta de 62m2, con vista interior, ubicado en un 3er piso (Torre 8 Apto 304), acceso por ascensor, parqueadero propio cubierto (231). Consta de 3 habitaciones, 2 baños, sala comedor, cocina integral y zona de lavandería. Tiene piso laminado en sala comedor, tapete en habitaciones y cerámico en baños y cocina. El conjunto cuenta con zonas verdes, zona para niños, salón comunal, sala de negocios, sala de internet, guardería, BBQ, gimnasio, sauna, jacuzzi y vigilancia privada las 24 horas. Cerca a centros comerciales Plaza Imperial y Subazar; cerca a colegios Calatrava School y Juan Lozano de Inglaterra; cerca a almacenes de cadena como Éxito, D1, Justo & Bueno y Surtimax; cerca a estación de Transmilenio Portal de Suba y La Campiña; Vías de acceso por la Carrera 90 y Calle 145.",Almeira,$215.000,4,10 años,No,62 m2,3,2,1,1,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$240.000.000,$240.000.000,13/8/2022,,,,,,,,,,,,,,,
6354730105,https://habi.co/venta-apartamentos/6354730105/altavista-mirador-apartamento-venta-brisas-san-cristobal,,Carrera 4 #1-46 Sur,Sosiego,Bogotá,"Apartamento en venta de 47m2, con vista interior, ubicado en un 14avo piso (Torre 1 Apto 1408), acceso por ascensor. Consta de 2 habitaciones, 1 baño, sala comedor, balcón (2,48m2), cocina integral y zona de lavandería. Tiene piso laminado en sala comedor, zona social y cerámico en baño y cocina. El conjunto cuenta con zonas verdes, zona para niños, salón comunal, zona BBQ, cancha sintética, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial Diana Carolina y Gran Plaza; cerca a almacenes de cadena como Éxito, Justo & Bueno, D1, Ara ; cerca a colegio Nueva Granada, Femenino San Juan Bosco; cerca a universidad Libre, Externado; cerca a Sitp y rutas alimentadoras; Vías de acceso por la Calle 5 B sur y Carrera 4.","Altavista El Mirador-Apartamento en Venta en Las Brisas, San Cristóbal",$100.000,3,6 años,Si,47 m2,2,1,No Tiene,1,Apartamento,No Tiene,24 hrs,No Tiene,Si,Si,$157.000.000,$157.000.000,13/8/2022,,,,,,,,,,,,,,,
6356120662,https://habi.co/venta-apartamentos/6356120662/monterroso-apartamento-venta-bella-suiza-usaquen,,Carrera 7b # 127a-57,Usaquen,Bogotá,"Apartamento en venta de 98 m2, con vista exterior, ubicado en un 4to piso (Apto 401), acceso por ascensor, parqueadero propio cubierto (401) y depósito (11). Consta de 2 habitaciones, 3 baños, sala comedor, balcón (0,50m2), cocina integral y zona de lavandería. Tiene piso laminado en habitaciones y zona social y cerámico en baños y cocina. El edificio cuenta con BBQ, terraza y vigilancia privada las 24 horas. Cerca a centro comercial Palatino y Usaquén Plaza; cerca a almacenes de cadena como Carulla, D1; cerca a colegio Cambridge; cerca a universidad el Bosque; cerca a estación de Transmilenio Calle 127 y paraderos del SITP ; Vías de acceso por carrera 7B.",Monterroso,$394.739,5,11 años,Si,98 m2,2,3,1,1,Apartamento,1,24 hrs,No Tiene,Si,Si,$530.000.000,$530.000.000,13/8/2022,Nice kitchen,,,,,,,,,,,,,,
6532873479,https://habi.co/venta-apartamentos/6532873479/shalom-4-apartamento-venta-vegas-santa-ana-kennedy,,Carrera 81J # 57D-02Sur,Gran britalia,Bogotá,"Apartamento en venta de 42m2, con vista exterior, ubicado en un 4to piso (Apto 406), acceso por ascensor. Consta de 2 habitaciones, 1 baño, sala comedor, cocina integral y zona de lavandería. Tiene piso cerámico en todas sus zonas. El conjunto cuenta con zonas verdes, zona para niños, salón comunal, parqueadero comunal y vigilancia privada las 24 horas. Cerca a centro comercial Hato Nuevo; cerca a almacenes de cadena como D1, Justo & Bueno, Ara; cerca a colegio Dévora Arango Pérez,, Manuel Cepeda Vargas; cerca a rutas de alimentadores y SITP; Vías de acceso por la Cra 80 y calle 56 Sur.",Shalom 4,$136.000,2,6 años,Si,42 m2,2,1,No Tiene,1,Apartamento,No Tiene,24 hrs,Comunal,Si,Si,$132.500.000,$132.500.000,13/8/2022,,,,,,,,,,,,,,,
